Repo_Rank,Repo_Name,Repo_Forks_Count,Contributor_Rank,Contributor_Login_ID,Contributor_Commit_Count
37,msbuild,1013,14,dotnet-maestro[bot],56
37,msbuild,1013,15,livarcocc,44
37,msbuild,1013,16,nguerrera,38
37,msbuild,1013,17,dfederm,33
38,BotFramework-WebChat,1010,1,billba,522
38,BotFramework-WebChat,1010,2,compulim,366
38,BotFramework-WebChat,1010,3,danmarshall,332
38,BotFramework-WebChat,1010,4,eanders-MS,81
38,BotFramework-WebChat,1010,5,corinagum,76
38,BotFramework-WebChat,1010,6,tdurnford,44
38,BotFramework-WebChat,1010,7,BruceHaley,41
38,BotFramework-WebChat,1010,8,GeekTrainer,15
38,BotFramework-WebChat,1010,9,a-b-r-o-w-n,11
38,BotFramework-WebChat,1010,10,tonyanziano,8
38,BotFramework-WebChat,1010,11,dependabot[bot],6
38,BotFramework-WebChat,1010,12,shahidkhuram,6
38,BotFramework-WebChat,1010,13,sgellock,6
38,BotFramework-WebChat,1010,14,bnookala,5
38,BotFramework-WebChat,1010,15,taarskog,5
38,BotFramework-WebChat,1010,16,msimecek,4
38,BotFramework-WebChat,1010,17,spyip,4
39,react-native-code-push,1001,1,geof90,531
39,react-native-code-push,1001,2,lostintangent,498
39,react-native-code-push,1001,3,max-mironov,86
39,react-native-code-push,1001,4,silhouettes,75
39,react-native-code-push,1001,5,alexandergoncharov,30
39,react-native-code-push,1001,6,sergey-akhalkov,30
39,react-native-code-push,1001,7,buptkang,19
39,react-native-code-push,1001,8,andreidubov,17
39,react-native-code-push,1001,9,dbasedow,14
39,react-native-code-push,1001,10,nevir,12
39,react-native-code-push,1001,11,ruslan-bikkinin,12
39,react-native-code-push,1001,12,NickToropov,11
39,react-native-code-push,1001,13,iTOYS,9
39,react-native-code-push,1001,14,rozele,8
39,react-native-code-push,1001,15,yuri-kulikov,8
39,react-native-code-push,1001,16,abodalevsky,7
39,react-native-code-push,1001,17,AndrewJack,6
40,ailab,942,1,tarasha,40
40,ailab,942,2,macastejon,20
40,ailab,942,3,gsegares,7
40,ailab,942,4,jacano,3
40,ailab,942,5,esterdenicolas,3
40,ailab,942,6,ericmcmc,2
40,ailab,942,7,fpelaez,2
40,ailab,942,8,mattkohl,2
40,ailab,942,9,microsoftopensource,2
40,ailab,942,10,PaulStubbs,2
40,ailab,942,11,rohan23chhabra,2
40,ailab,942,12,juvchan,2
40,ailab,942,13,cseas,1
40,ailab,942,14,Ahmad7866,1
40,ailab,942,15,akshitsarin,1
40,ailab,942,16,Alfraso,1
40,ailab,942,17,amitmerchant1990,1
41,react-native-windows,863,1,rozele,767
41,react-native-windows,863,2,rnbot,361
41,react-native-windows,863,3,acoates-ms,325
41,react-native-windows,863,4,dependabot-preview[bot],124
41,react-native-windows,863,5,reseul,72
41,react-native-windows,863,6,ahimberg,66
41,react-native-windows,863,7,jonthysell,63
41,react-native-windows,863,8,JunielKatarn,56
41,react-native-windows,863,9,licanhua,52
41,react-native-windows,863,10,NickGerleman,52
41,react-native-windows,863,11,erikschlegel,50
41,react-native-windows,863,12,marlenecota,46
41,react-native-windows,863,13,kmelmon,43
41,react-native-windows,863,14,kevinvangelder,42
41,react-native-windows,863,15,ddalp,34
41,react-native-windows,863,16,ebragge,34
41,react-native-windows,863,17,matthargett,32
42,MMdnn,863,1,kitstar,428
42,MMdnn,863,2,namizzz,169
42,MMdnn,863,3,JiahaoYao,140
42,MMdnn,863,4,zhantong,63
42,MMdnn,863,5,TobeyQin,48
42,MMdnn,863,6,rainLiuplus,25
42,MMdnn,863,7,gzuidhof,15
42,MMdnn,863,8,linmajia,15
42,MMdnn,863,9,chenghaz,9
42,MMdnn,863,10,liangfu,6
42,MMdnn,863,11,galli-leo,4
42,MMdnn,863,12,kingofthebongo2008,4
42,MMdnn,863,13,bharathgs,4
42,MMdnn,863,14,wangqianwen0418,3
42,MMdnn,863,15,SmokerX,3
42,MMdnn,863,16,BlaiseRitchie,2
42,MMdnn,863,17,microsoftopensource,2
43,cordova-samples,817,1,Chuxel,47
43,cordova-samples,817,2,Mikejo5000,37
43,cordova-samples,817,3,normesta,35
43,cordova-samples,817,4,cpsloal,23
43,cordova-samples,817,5,johnwargo,20
43,cordova-samples,817,6,EduardoN,18
43,cordova-samples,817,7,Mikejo5001,15
43,cordova-samples,817,8,jmatthiesen,5
43,cordova-samples,817,9,jrebagliatti,3
43,cordova-samples,817,10,ljzhong,3
43,cordova-samples,817,11,CloudColonel,2
43,cordova-samples,817,12,rido-min,2
43,cordova-samples,817,13,AnBucyk,1
43,cordova-samples,817,14,capfei,1
43,cordova-samples,817,15,ggailey777,1
44,vscode-cpptools,816,1,sean-mcmanus,326
44,vscode-cpptools,816,2,bobbrow,234
44,vscode-cpptools,816,3,Colengms,136
44,vscode-cpptools,816,4,michelleangela,67
44,vscode-cpptools,816,5,WardenGnaw,49
44,vscode-cpptools,816,6,csigs,43
44,vscode-cpptools,816,7,grdowns,41
44,vscode-cpptools,816,8,pieandcakes,40
44,vscode-cpptools,816,9,ronglums,27
44,vscode-cpptools,816,10,Jasdriel,7
44,vscode-cpptools,816,11,jogo-,7
44,vscode-cpptools,816,12,andyneff,6
44,vscode-cpptools,816,13,tara-raj,6
44,vscode-cpptools,816,14,greazer,4
44,vscode-cpptools,816,15,mezzode,4
44,vscode-cpptools,816,16,delmyers,3
44,vscode-cpptools,816,17,john-patterson,3
45,WinObjC,812,1,DHowett-MSFT,436
45,WinObjC,812,2,brianker,264
45,WinObjC,812,3,msft-Jeyaram,234
45,WinObjC,812,4,rajsesh,205
45,WinObjC,812,5,bbowman,204
45,WinObjC,812,6,asimonov-msft,146
45,WinObjC,812,7,bdrlamb-ms,142
45,WinObjC,812,8,jaredhms,139
45,WinObjC,812,9,aballway,135
45,WinObjC,812,10,ms-jihua,134
45,WinObjC,812,11,davelamb,123
45,WinObjC,812,12,mukhole,106
45,WinObjC,812,13,yiyang-msft,104
45,WinObjC,812,14,pradipd,97
45,WinObjC,812,15,mnithish,94
45,WinObjC,812,16,jofre-ms,92
45,WinObjC,812,17,bviglietta,85
46,PowerToys,811,1,enricogior,76
46,PowerToys,811,2,crutkas,73
46,PowerToys,811,3,yuyoyuppe,65
46,PowerToys,811,4,bzoz,56
46,PowerToys,811,5,chrdavis,29
46,PowerToys,811,6,vldmr11080,27
46,PowerToys,811,7,indierawk2k2,24
46,PowerToys,811,8,SeraphimaZ,13
46,PowerToys,811,9,stefansjfw,12
46,PowerToys,811,10,ivan100sic,10
46,PowerToys,811,11,ryanbodrug-microsoft,8
46,PowerToys,811,12,TheMrJukes,8
46,PowerToys,811,13,udit3333,6
46,PowerToys,811,14,arjunbalgovind,5
46,PowerToys,811,15,alekhyareddy28,4
46,PowerToys,811,16,PrzemyslawTusinski,4
46,PowerToys,811,17,RedSquirrelious,4
47,computerscience,805,1,jeffprosise,452
47,computerscience,805,2,shanamatthews,226
47,computerscience,805,3,justgar,166
47,computerscience,805,4,DevelopIntelligenceBoulder,131
47,computerscience,805,5,leestott,77
47,computerscience,805,6,sguthals,74
47,computerscience,805,7,MickWagner,30
47,computerscience,805,8,danvn,30
47,computerscience,805,9,meyergm,29
47,computerscience,805,10,mreid10,23
47,computerscience,805,11,hockeygeekgirl,22
47,computerscience,805,12,kamrenz,22
47,computerscience,805,13,huzferd,15
47,computerscience,805,14,GeekTrainer,12
47,computerscience,805,15,daisychaussee,11
47,computerscience,805,16,jimbobbennett,11
47,computerscience,805,17,evilches,8
48,referencesource,798,1,dotnet-bot,23
48,referencesource,798,2,terrajobst,10
48,referencesource,798,3,rbhanda,7
48,referencesource,798,4,richlander,6
48,referencesource,798,5,danmosemsft,3
48,referencesource,798,6,cston,1
48,referencesource,798,7,vcsjones,1
49,nni,744,1,SparkSnail,228
49,nni,744,2,chicm-ms,148
49,nni,744,3,lvybriage,101
49,nni,744,4,QuanluZhang,92
49,nni,744,5,suiguoxin,89
49,nni,744,6,xuehui1991,67
49,nni,744,7,yds05,53
49,nni,744,8,squirrelsc,53
49,nni,744,9,Crysple,50
49,nni,744,10,ultmaster,49
49,nni,744,11,leckie-chn,43
49,nni,744,12,liuzhe-lz,36
49,nni,744,13,scarlett2018,34
49,nni,744,14,PurityFan,25
49,nni,744,15,demianzhang,22
49,nni,744,16,leelaylay,21
49,nni,744,17,goooxu,19
50,WinAppDriver,730,1,timotiusmargo,149
50,WinAppDriver,730,2,yodurr,37
50,WinAppDriver,730,3,paulcam206,19
50,WinAppDriver,730,4,hassanuz,15
50,WinAppDriver,730,5,licanhua,6
50,WinAppDriver,730,6,ianceicys,2
50,WinAppDriver,730,7,jsbakker,2
50,WinAppDriver,730,8,stoneman,2
50,WinAppDriver,730,9,JunlinZhu,2
50,WinAppDriver,730,10,kylinmb,2
50,WinAppDriver,730,11,shankarkc,2
50,WinAppDriver,730,12,DhiMalo,1
50,WinAppDriver,730,13,andonyns,1
50,WinAppDriver,730,14,cmaneu,1
50,WinAppDriver,730,15,dquist,1
50,WinAppDriver,730,16,dzmitrykamarou,1
50,WinAppDriver,730,17,fforjan,1
51,PowerBI-CSharp,690,1,ali-hamud,77
51,PowerBI-CSharp,690,2,MahirDiab,34
51,PowerBI-CSharp,690,3,gilitaragano,19
51,PowerBI-CSharp,690,4,laurent-mic,16
51,PowerBI-CSharp,690,5,gregorybor,12
51,PowerBI-CSharp,690,6,yoavo,11
51,PowerBI-CSharp,690,7,noanu,10
51,PowerBI-CSharp,690,8,dvana,10
51,PowerBI-CSharp,690,9,ranbreuer,9
51,PowerBI-CSharp,690,10,eligr,8
51,PowerBI-CSharp,690,11,diklab,6
51,PowerBI-CSharp,690,12,mattmazzola,6
51,PowerBI-CSharp,690,13,wbreza,6
51,PowerBI-CSharp,690,14,mshmordo,5
51,PowerBI-CSharp,690,15,OfirGordon,5
51,PowerBI-CSharp,690,16,aluong,3
51,PowerBI-CSharp,690,17,tarostok,3
52,TailwindTraders-Website,677,1,anthonychu,68
52,TailwindTraders-Website,677,2,dasanagu,39
52,TailwindTraders-Website,677,3,eiximenis,27
52,TailwindTraders-Website,677,4,Damovisa,21
52,TailwindTraders-Website,677,5,isaacrlevin,18
52,TailwindTraders-Website,677,6,limotley,11
52,TailwindTraders-Website,677,7,dependabot-preview[bot],10
52,TailwindTraders-Website,677,8,ivilches,10
52,TailwindTraders-Website,677,9,mandyshieh,8
52,TailwindTraders-Website,677,10,IgnaciodeNuevo,7
52,TailwindTraders-Website,677,11,cdemiguel,4
52,TailwindTraders-Website,677,12,microsoftopensource,2
52,TailwindTraders-Website,677,13,AntoineGa,1
52,TailwindTraders-Website,677,14,fpelaez,1
52,TailwindTraders-Website,677,15,crnd,1
52,TailwindTraders-Website,677,16,jaydestro,1
52,TailwindTraders-Website,677,17,lbugnion,1
53,vscode-go,674,1,ramya-rao-a,829
53,vscode-go,674,2,lukehoban,328
53,vscode-go,674,3,egamma,48
53,vscode-go,674,4,stamblerre,29
53,vscode-go,674,5,lggomez,26
53,vscode-go,674,6,uudashr,21
53,vscode-go,674,7,tampajohn,14
53,vscode-go,674,8,hyangah,13
53,vscode-go,674,9,roblourens,13
53,vscode-go,674,10,ironcladlou,12
53,vscode-go,674,11,newhook,11
53,vscode-go,674,12,segevfiner,11
53,vscode-go,674,13,jhendrixMSFT,8
53,vscode-go,674,14,karthikraobr,8
53,vscode-go,674,15,leaxoy,7
53,vscode-go,674,16,m90,6
53,vscode-go,674,17,marwan-at-work,6
54,ProjectOxford-ClientSDK,665,1,ccasbre27,16
54,ProjectOxford-ClientSDK,665,2,yungshinlintw,12
54,ProjectOxford-ClientSDK,665,3,bhansen3,7
54,ProjectOxford-ClientSDK,665,4,lightfrenzy,6
54,ProjectOxford-ClientSDK,665,5,ProjectOxford,5
54,ProjectOxford-ClientSDK,665,6,jpoon,3
54,ProjectOxford-ClientSDK,665,7,chsienki,1
54,ProjectOxford-ClientSDK,665,8,msftgits,1
54,ProjectOxford-ClientSDK,665,9,momohs,1
55,PowerBI-Developer-Samples,667,1,OfirGordon,89
55,PowerBI-Developer-Samples,667,2,eligr,41
55,PowerBI-Developer-Samples,667,3,ali-hamud,29
55,PowerBI-Developer-Samples,667,4,ricardorochamsft,5
55,PowerBI-Developer-Samples,667,5,MahirDiab,3
55,PowerBI-Developer-Samples,667,6,may-hartov,3
55,PowerBI-Developer-Samples,667,7,laurent-mic,3
55,PowerBI-Developer-Samples,667,8,microsoftopensource,2
55,PowerBI-Developer-Samples,667,9,ranbreuer,2
55,PowerBI-Developer-Samples,667,10,anant-k-singh,2
55,PowerBI-Developer-Samples,667,11,t-yoigra,2
55,PowerBI-Developer-Samples,667,12,Yarovinsky,1
55,PowerBI-Developer-Samples,667,13,docs-product,1
55,PowerBI-Developer-Samples,667,14,GosseMol,1
55,PowerBI-Developer-Samples,667,15,josephzunigadaly,1
55,PowerBI-Developer-Samples,667,16,msftgits,1
55,PowerBI-Developer-Samples,667,17,somriar,1
56,PartsUnlimited,650,1,eamonnk,56
56,PartsUnlimited,650,2,EMaher,55
56,PartsUnlimited,650,3,jonocairns,22
56,PartsUnlimited,650,4,xinshiMSFT,11
56,PartsUnlimited,650,5,dtzar,10
56,PartsUnlimited,650,6,jeremymeng,9
56,PartsUnlimited,650,7,steven2000nz,9
56,PartsUnlimited,650,8,nzthiago,9
56,PartsUnlimited,650,9,julienstroheker,7
56,PartsUnlimited,650,10,dotnet-bot,7
56,PartsUnlimited,650,11,MattGal,4
56,PartsUnlimited,650,12,mmitche,4
56,PartsUnlimited,650,13,bernarden,4
56,PartsUnlimited,650,14,rroman81,3
56,PartsUnlimited,650,15,eamkel,3
56,PartsUnlimited,650,16,mathieu-benoit,2
56,PartsUnlimited,650,17,RogerBestMsft,2
57,devops-project-samples,644,1,issacnitin,31
57,devops-project-samples,644,2,vinodkumar3,23
57,devops-project-samples,644,3,hiyadav,22
57,devops-project-samples,644,4,ShreyasRmsft,19
57,devops-project-samples,644,5,vineetmimrot,15
57,devops-project-samples,644,6,tejasd1990,14
57,devops-project-samples,644,7,ds-ms,12
57,devops-project-samples,644,8,sachinma,12
57,devops-project-samples,644,9,vagisha-nidhi,11
57,devops-project-samples,644,10,rgovardhms,10
57,devops-project-samples,644,11,imalokagrawal,10
57,devops-project-samples,644,12,kanika1894,10
57,devops-project-samples,644,13,bishal-pdMSFT,6
57,devops-project-samples,644,14,plkt,5
57,devops-project-samples,644,15,Assimilationstheorie,3
57,devops-project-samples,644,16,pulkitaggarwl,3
57,devops-project-samples,644,17,azooinmyluggage,3
58,winfile,620,1,craigwi,73
58,winfile,620,2,jsoref,23
58,winfile,620,3,mattn,13
58,winfile,620,4,NazmusLabs,7
58,winfile,620,5,matthewjustice,4
58,winfile,620,6,clzls,4
58,winfile,620,7,BaldwinTechnology,4
58,winfile,620,8,peterooch,3
58,winfile,620,9,thecatkitty,3
58,winfile,620,10,MouriNaruto,3
58,winfile,620,11,humbhenri,2
58,winfile,620,12,malxau,2
58,winfile,620,13,microsoftopensource,2
58,winfile,620,14,Techokami,2
58,winfile,620,15,xiaoyinl,2
58,winfile,620,16,artursouza,2
58,winfile,620,17,AustinWise,1
59,PTVS,620,1,zooba,4284
59,PTVS,620,2,huguesv,1618
59,PTVS,620,3,DinoV,818
59,PTVS,620,4,MikhailArkhipov,600
59,PTVS,620,5,csigs,407
59,PTVS,620,6,int19h,304
59,PTVS,620,7,bschnurr,128
59,PTVS,620,8,AlexanderSher,118
59,PTVS,620,9,karthiknadig,114
59,PTVS,620,10,RaymonGulati1,110
59,PTVS,620,11,rgesteve,64
59,PTVS,620,12,gilbertw,58
59,PTVS,620,13,Miloslav,40
59,PTVS,620,14,crwilcox,38
59,PTVS,620,15,alanch-ms,23
59,PTVS,620,16,juanyaw,15
59,PTVS,620,17,erl987,10
60,vscode-tips-and-tricks,617,1,gregvanl,27
60,vscode-tips-and-tricks,617,2,Tyriar,4
60,vscode-tips-and-tricks,617,3,panchalkalpesh,3
60,vscode-tips-and-tricks,617,4,chuyik,2
60,vscode-tips-and-tricks,617,5,qxg,2
60,vscode-tips-and-tricks,617,6,nighto,1
60,vscode-tips-and-tricks,617,7,barryels,1
60,vscode-tips-and-tricks,617,8,elken,1
60,vscode-tips-and-tricks,617,9,gabrielgene,1
60,vscode-tips-and-tricks,617,10,gguimaraesbr,1
60,vscode-tips-and-tricks,617,11,haboutnnah,1
60,vscode-tips-and-tricks,617,12,sabrinaluo,1
60,vscode-tips-and-tricks,617,13,hueitan,1
60,vscode-tips-and-tricks,617,14,IslamAlam,1
60,vscode-tips-and-tricks,617,15,lzybkr,1
60,vscode-tips-and-tricks,617,16,DieBauer,1
60,vscode-tips-and-tricks,617,17,forethoughtde,1
61,DMTK,600,1,chivee,27
61,DMTK,600,2,feiga,12
61,DMTK,600,3,taifeng1205,5
61,DMTK,600,4,alanyee,1
61,DMTK,600,5,akadig,1
62,rating-api,588,1,sabbour,45
62,rating-api,588,2,microsoftopensource,2
62,rating-api,588,3,msftgits,1
63,Windows-iotcore-samples,570,1,saraclay,847
63,Windows-iotcore-samples,570,2,marksn-ms,117
63,Windows-iotcore-samples,570,3,jcoliz,108
63,Windows-iotcore-samples,570,4,seanmcd-msft,96
63,Windows-iotcore-samples,570,5,paulmon,53
63,Windows-iotcore-samples,570,6,docs-product,41
63,Windows-iotcore-samples,570,7,msalehmsft,39
63,Windows-iotcore-samples,570,8,RutujaShirali,24
63,Windows-iotcore-samples,570,9,tiagoshibata,18
63,Windows-iotcore-samples,570,10,chandde,16
63,Windows-iotcore-samples,570,11,shijiong,14
63,Windows-iotcore-samples,570,12,gmileka,12
63,Windows-iotcore-samples,570,13,bfjelds,10
63,Windows-iotcore-samples,570,14,m-chau,10
63,Windows-iotcore-samples,570,15,sukusuma,9
63,Windows-iotcore-samples,570,16,jslobodzian,9
63,Windows-iotcore-samples,570,17,christopherco,4
64,reactxp,564,1,msfterictraut,493
64,reactxp,564,2,berickson1,83
64,reactxp,564,3,a-tarasyuk,69
64,reactxp,564,4,erictraut,38
64,reactxp,564,5,reseul,34
64,reactxp,564,6,mshoho,31
64,reactxp,564,7,dryganets,28
64,reactxp,564,8,Fitzpasd,27
64,reactxp,564,9,sbeca,15
64,reactxp,564,10,deregtd,15
64,reactxp,564,11,ladipro,15
64,reactxp,564,12,dagatsoin,14
64,reactxp,564,13,zholobov,12
64,reactxp,564,14,RamyaSenk,10
64,reactxp,564,15,mikehardy,9
64,reactxp,564,16,antonkh,7
64,reactxp,564,17,alregner,7
65,malmo,564,1,DaveyBiggers,867
65,malmo,564,2,AndKram,369
65,malmo,564,3,timhutton,180
65,malmo,564,4,katja-hofmann,38
65,malmo,564,5,jorallo,22
65,malmo,564,6,nehaljwani,4
65,malmo,564,7,adarshp,3
65,malmo,564,8,okkhoy,3
65,malmo,564,9,bengioe,3
65,malmo,564,10,StStevens,3
65,malmo,564,11,rodneyp290,3
65,malmo,564,12,kirillbobyrev,2
65,malmo,564,13,Bloodknight,2
65,malmo,564,14,drtuck,2
65,malmo,564,15,ongzexuan,2
65,malmo,564,16,elpollouk,1
65,malmo,564,17,filangel,1
66,STL,558,1,StephanTLavavej,46
66,STL,558,2,BillyONeal,36
66,STL,558,3,CaseyCarter,30
66,STL,558,4,miscco,17
66,STL,558,5,barcharcraz,9
66,STL,558,6,AdamBucior,8
66,STL,558,7,SuperWig,8
66,STL,558,8,JeanPhilippeKernel,6
66,STL,558,9,cbezault,5
66,STL,558,10,NathanSWard,5
66,STL,558,11,Svido,4
66,STL,558,12,Neargye,3
66,STL,558,13,jpjjulie,3
66,STL,558,14,lozinska,3
66,STL,558,15,pmisik,2
66,STL,558,16,cpplearner,2
66,STL,558,17,AlexGuteniev,1
67,Quantum,556,1,cgranade,107
67,Quantum,556,2,anpaz-msft,45
67,Quantum,556,3,docs-product,10
67,Quantum,556,4,msoeken,9
67,Quantum,556,5,RolfHuisman,8
67,Quantum,556,6,geduardo,7
67,Quantum,556,7,tcNickolas,7
67,Quantum,556,8,jhenshaw,6
67,Quantum,556,9,crazy4pi314,3
67,Quantum,556,10,thomashaener,3
67,Quantum,556,11,bettinaheim,3
67,Quantum,556,12,martinquantum,3
67,Quantum,556,13,jgukelberger,2
67,Quantum,556,14,natke,2
67,Quantum,556,15,marshallsa,2
67,Quantum,556,16,alan-geller,1
67,Quantum,556,17,ahelwer,1
68,PowerBI-visuals,555,1,wesyao,74
68,PowerBI-visuals,555,2,proll,46
68,PowerBI-visuals,555,3,boefraty74,33
68,PowerBI-visuals,555,4,AviSander,30
68,PowerBI-visuals,555,5,spatney,26
68,PowerBI-visuals,555,6,itslenny,16
68,PowerBI-visuals,555,7,zBritva,15
68,PowerBI-visuals,555,8,Guy-Moses,11
68,PowerBI-visuals,555,9,tsikiksr,8
68,PowerBI-visuals,555,10,raananzvi,7
68,PowerBI-visuals,555,11,sso7159,6
68,PowerBI-visuals,555,12,kamilzakiev,6
68,PowerBI-visuals,555,13,uve,6
68,PowerBI-visuals,555,14,hicohen,6
68,PowerBI-visuals,555,15,ignatvilesov,5
68,PowerBI-visuals,555,16,EugeneElkin,4
68,PowerBI-visuals,555,17,shaym83,4
69,TailwindTraders-Backend,608,1,eiximenis,60
69,TailwindTraders-Backend,608,2,dasanagu,32
69,TailwindTraders-Backend,608,3,cdemiguel,16
69,TailwindTraders-Backend,608,4,OriolBonjoch,13
69,TailwindTraders-Backend,608,5,dsrodenas,10
69,TailwindTraders-Backend,608,6,olgamarti,6
69,TailwindTraders-Backend,608,7,ivilches,6
69,TailwindTraders-Backend,608,8,sonahander,3
69,TailwindTraders-Backend,608,9,isaacrlevin,2
69,TailwindTraders-Backend,608,10,microsoftopensource,2
69,TailwindTraders-Backend,608,11,msftgits,1
69,TailwindTraders-Backend,608,12,dependabot[bot],1
69,TailwindTraders-Backend,608,13,ericuss,1
70,BotFramework-Emulator,550,1,tonyanziano,826
70,BotFramework-Emulator,550,2,eanders-MS,566
70,BotFramework-Emulator,550,3,justinwilaby,134
70,BotFramework-Emulator,550,4,tomlm,74
70,BotFramework-Emulator,550,5,corinagum,52
70,BotFramework-Emulator,550,6,mgbennet,41
70,BotFramework-Emulator,550,7,Jeffders,38
70,BotFramework-Emulator,550,8,denscollo,29
70,BotFramework-Emulator,550,9,stevengum,28
70,BotFramework-Emulator,550,10,sgellock,24
70,BotFramework-Emulator,550,11,a-b-r-o-w-n,23
70,BotFramework-Emulator,550,12,cwhitten,20
70,BotFramework-Emulator,550,13,compulim,18
70,BotFramework-Emulator,550,14,crjens,14
70,BotFramework-Emulator,550,15,srinaath,13
70,BotFramework-Emulator,550,16,vishwacsena,11
70,BotFramework-Emulator,550,17,ivanov-dan,10
71,azure-pipelines-agent,548,1,TingluoHuang,546
71,azure-pipelines-agent,548,2,ericsciple,364
71,azure-pipelines-agent,548,3,bryanmacfarlane,178
71,azure-pipelines-agent,548,4,jtpetty,94
71,azure-pipelines-agent,548,5,stephenmichaelf,62
71,azure-pipelines-agent,548,6,kasubram,61
71,azure-pipelines-agent,548,7,AshwiniChalla,40
71,azure-pipelines-agent,548,8,omeshp,39
71,azure-pipelines-agent,548,9,nigurr,38
71,azure-pipelines-agent,548,10,damccorm,36
71,azure-pipelines-agent,548,11,vtbassmatt,36
71,azure-pipelines-agent,548,12,tingluohuang-test,33
71,azure-pipelines-agent,548,13,juliobbv,28
71,azure-pipelines-agent,548,14,chshrikh,23
71,azure-pipelines-agent,548,15,ankitgo,23
71,azure-pipelines-agent,548,16,jahsu-MSFT,20
71,azure-pipelines-agent,548,17,fadnavistanmay,18
72,TypeScript-Vue-Starter,546,1,orta,10
72,TypeScript-Vue-Starter,546,2,DanielRosenwasser,9
72,TypeScript-Vue-Starter,546,3,cho0o0,4
72,TypeScript-Vue-Starter,546,4,bowdenk7,2
72,TypeScript-Vue-Starter,546,5,microsoftopensource,2
72,TypeScript-Vue-Starter,546,6,webhacking,2
72,TypeScript-Vue-Starter,546,7,Spotts9,2
72,TypeScript-Vue-Starter,546,8,lyonsbp,1
72,TypeScript-Vue-Starter,546,9,jdiehl,1
72,TypeScript-Vue-Starter,546,10,joshrosenhanst,1
72,TypeScript-Vue-Starter,546,11,mkotlikov,1
72,TypeScript-Vue-Starter,546,12,msftgits,1
72,TypeScript-Vue-Starter,546,13,scottlaw1,1
72,TypeScript-Vue-Starter,546,14,Astray-git,1
72,TypeScript-Vue-Starter,546,15,kumaran-14,1
72,TypeScript-Vue-Starter,546,16,runxc1,1
73,GSL,529,1,JordanMaples,139
73,GSL,529,2,CaseyCarter,19
73,GSL,529,3,rianquinn,15
73,GSL,529,4,neilmacintosh,13
73,GSL,529,5,gdr-at-ms,12
73,GSL,529,6,trebconnell,11
73,GSL,529,7,ithron,11
73,GSL,529,8,tiagomacarios,9
73,GSL,529,9,beinhaerter,9
73,GSL,529,10,galik,9
73,GSL,529,11,garyfurnish,7
73,GSL,529,12,mattnewport,7
73,GSL,529,13,kernhanda,6
73,GSL,529,14,Farwaykorse,6
73,GSL,529,15,vladon,5
73,GSL,529,16,chfast,4
73,GSL,529,17,menete,4
74,rating-web,525,1,sabbour,33
74,rating-web,525,2,dependabot[bot],4
74,rating-web,525,3,microsoftopensource,2
74,rating-web,525,4,msftgits,1
75,azuredatastudio,497,1,anthonydresser,642
75,azuredatastudio,497,2,kburtram,429
75,azuredatastudio,497,3,Charles-Gagnon,337
75,azuredatastudio,497,4,alanrenmsft,242
75,azuredatastudio,497,5,chlafreniere,198
75,azuredatastudio,497,6,abist,176
75,azuredatastudio,497,7,kevcunnane,173
75,azuredatastudio,497,8,MattIrv,166
75,azuredatastudio,497,9,aaomidi,146
75,azuredatastudio,497,10,kisantia,105
75,azuredatastudio,497,11,AbbiePetcht,97
75,azuredatastudio,497,12,corivera,92
75,azuredatastudio,497,13,YurongHe,87
75,azuredatastudio,497,14,llali,76
75,azuredatastudio,497,15,MaddyDev,59
75,azuredatastudio,497,16,udeeshagautam,56
75,azuredatastudio,497,17,rajmusuku,48
76,QuantumKatas,496,1,tcNickolas,74
76,QuantumKatas,496,2,anpaz-msft,12
76,QuantumKatas,496,3,vivanwin,10
76,QuantumKatas,496,4,jackhyder,8
76,QuantumKatas,496,5,jimcristofono,7
76,QuantumKatas,496,6,flockofonions,7
76,QuantumKatas,496,7,bettinaheim,6
76,QuantumKatas,496,8,cgranade,6
76,QuantumKatas,496,9,ulitoo,5
76,QuantumKatas,496,10,wsgac,4
76,QuantumKatas,496,11,Darius-Zakrzewski,3
76,QuantumKatas,496,12,pgarrison,3
76,QuantumKatas,496,13,marshallsa,3
76,QuantumKatas,496,14,daniel-melia,2
76,QuantumKatas,496,15,codingupastorm,2
76,QuantumKatas,496,16,krusek,2
76,QuantumKatas,496,17,martinquantum,2
77,VoTT,494,1,wbreza,138
77,VoTT,494,2,tbarlow12,92
77,VoTT,494,3,JacopoMangiavacchi,90
77,VoTT,494,4,mydiemho,41
77,VoTT,494,5,elizabethhalper,40
77,VoTT,494,6,pjlittle,18
77,VoTT,494,7,luisamiranda,15
77,VoTT,494,8,PIC123,13
77,VoTT,494,9,tmiller-msft,11
77,VoTT,494,10,dOrgJelli,4
77,VoTT,494,11,golee,1
78,VisualStudioUninstaller,488,1,tobyhu87,61
78,VisualStudioUninstaller,488,2,heaths,9
78,VisualStudioUninstaller,488,3,DixonDs,1
78,VisualStudioUninstaller,488,4,fabiocesarato,1
78,VisualStudioUninstaller,488,5,gusper,1
78,VisualStudioUninstaller,488,6,msftgits,1
78,VisualStudioUninstaller,488,7,timsneath,1
79,Git-Credential-Manager-for-Windows,479,1,gistofj,1038
79,Git-Credential-Manager-for-Windows,479,2,XhmikosR,42
79,Git-Credential-Manager-for-Windows,479,3,haacked,39
